Date,BZ=F,CC=F,CL=F,CT=F,GC=F,GF=F,HE=F,HG=F,HO=F,KC=F,KE=F,LBR=F,LE=F,NG=F,OJ=F,PA=F,PL=F,RB=F,SB=F,SI=F,ZC=F,ZL=F,ZM=F,ZO=F,ZR=F,ZS=F,ZW=F
2025-08-13,65.62999725341797,8566.0,62.650001525878906,66.41000366210938,3358.699951171875,345.875,109.625,4.48199987411499,2.242799997329712,319.6000061035156,506.75,606.5,235.5500030517578,2.828000068664551,245.1999969482422,1121.0999755859375,1331.5,2.0703999996185303,16.850000381469727,38.499000549316406,374.0,53.34999847412109,284.1000061035156,331.75,12.78499984741211,1023.5,507.25
2025-08-14,66.83999633789062,8225.0,63.959999084472656,66.16999816894531,3335.199951171875,340.3999938964844,109.6500015258789,4.464499950408936,2.234499931335449,326.5,504.25,612.5,233.3500061035156,2.8410000801086426,249.0500030517578,1144.5,1350.300048828125,2.1092000007629395,16.579999923706055,37.98199844360352,375.0,51.9900016784668,282.1000061035156,332.0,12.779999732971191,1008.5,503.5
2025-08-15,65.8499984741211,8235.0,62.79999923706055,66.0999984741211,3336.0,346.1499938964844,90.0999984741211,4.478000164031982,2.2249999046325684,341.6499938964844,507.0,609.5,236.25,2.91599988937378,247.8999938964844,1107.5999755859375,1334.300048828125,2.072499990463257,16.440000534057617,37.89400100708008,383.75,53.18000030517578,283.3999938964844,334.5,12.699999809265137,1022.25,506.5
2025-08-18,66.5999984741211,8047.0,63.41999816894531,66.41999816894531,3331.699951171875,348.8999938964844,90.125,4.456999778747559,2.240299940109253,343.6000061035156,506.25,598.0,236.7250061035156,2.890000104904175,240.3999938964844,1121.4000244140625,1326.4000244140625,2.098700046539306,16.25,37.95100021362305,383.0,53.27000045776367,280.3999938964844,337.0,12.585000038146973,1020.75,502.75
2025-08-19,65.79000091552734,8012.0,62.34999847412109,66.25,3313.39990234375,350.54998779296875,90.1500015258789,4.408999919891357,2.2511000633239746,356.20001220703125,499.5,595.5,236.3249969482422,2.7660000324249268,242.1499938964844,1101.800048828125,1302.300048828125,2.08899998664856,16.309999465942383,37.26100158691406,379.5,51.68000030517578,287.3999938964844,331.0,12.510000228881836,1013.0,498.5
2025-08-20,66.83999633789062,7675.0,63.209999084472656,66.63999938964844,3343.39990234375,355.7749938964844,89.94999694824219,4.426000118255615,2.279599905014038,360.25,500.75,596.0,238.5249938964844,2.752000093460083,242.3000030517578,1111.199951171875,1334.0,2.1282999515533447,16.56999969482422,37.70500183105469,380.0,51.20000076293945,292.0,325.5,12.05500030517578,1015.0,505.5
2025-08-21,67.66999816894531,7435.0,63.52000045776367,65.88999938964844,3336.89990234375,356.375,89.92500305175781,4.43149995803833,2.32509994506836,375.25,503.25,611.0,238.6499938964844,2.825999975204468,236.3000030517578,1105.5,1351.199951171875,2.1596999168396,16.350000381469727,38.027000427246094,387.25,53.63999938964844,296.79998779296875,323.25,11.734999656677246,1034.5,507.0
2025-08-22,67.7300033569336,7582.0,63.65999984741211,66.43000030517578,3374.39990234375,360.3500061035156,91.1999969482422,4.447500228881836,2.3080999851226807,390.6499938964844,498.0,602.5,239.9499969482422,2.697999954223633,240.25,1123.5,1355.4000244140625,2.158499956130981,16.479999542236328,39.00299835205078,388.25,54.84000015258789,296.70001220703125,318.25,11.524999618530272,1036.5,504.75
2025-08-25,68.80000305175781,7957.0,64.80000305175781,65.98999786376953,3373.800048828125,360.8500061035156,91.4000015258789,4.46649980545044,2.3475000858306885,389.9500122070313,496.75,597.0,240.2250061035156,2.696000099182129,255.25,1087.5,1331.5999755859375,2.1482999324798584,16.399999618530273,38.67699813842773,389.25,54.310001373291016,295.70001220703125,312.0,11.670000076293944,1025.5,506.75
2025-08-26,67.22000122070312,7532.0,63.25,65.47000122070312,3388.60009765625,363.2250061035156,93.4250030517578,4.450500011444092,2.2804999351501465,384.0499877929688,493.0,575.0,242.5,2.7170000076293945,265.3500061035156,1084.199951171875,1342.4000244140625,2.122299909591675,16.40999984741211,38.58200073242188,387.5,52.7599983215332,297.20001220703125,308.25,11.864999771118164,1028.75,509.5
2025-08-27,68.05000305175781,7731.0,64.1500015258789,65.41000366210938,3404.60009765625,365.4500122070313,93.9000015258789,4.414500236511231,2.295300006866455,393.7999877929688,485.5,560.0,243.25,2.867000102996826,255.6000061035156,1082.0,1341.4000244140625,2.148900032043457,16.469999313354492,38.68899917602539,382.5,52.470001220703125,293.1000061035156,306.5,11.524999618530272,1027.25,502.25
2025-08-28,68.62000274658203,7738.0,64.5999984741211,66.04000091552734,3431.800048828125,365.9249877929688,94.2750015258789,4.463500022888184,2.309799909591675,387.75,486.75,562.0,237.0,2.944000005722046,240.6000061035156,1104.5999755859375,1356.4000244140625,2.1991000175476074,16.479999542236328,39.18999862670898,385.5,51.75,286.29998779296875,301.25,11.520000457763672,1028.25,510.25
2025-08-29,68.12000274658203,7635.0,64.01000213623047,65.20999908447266,3473.699951171875,364.7749938964844,95.0250015258789,4.518499851226807,2.266700029373169,396.8500061035156,492.75,548.5,241.8999938964844,2.996999979019165,232.3000030517578,1105.199951171875,1365.699951171875,2.187599897384644,16.3700008392334,40.20000076293945,398.0,51.470001220703125,283.6000061035156,308.5,11.789999961853027,1036.75,518.0
2025-09-02,69.13999938964844,7420.0,65.58999633789062,64.56999969482422,3549.39990234375,364.25,95.5500030517578,4.569499969482422,2.3743999004364014,382.2000122070313,483.25,530.0,239.5249938964844,3.009000062942505,225.3000030517578,1136.4000244140625,1405.800048828125,2.042799949645996,16.149999618530273,41.07099914550781,403.0,51.970001220703125,275.5,303.75,11.6850004196167,1025.75,513.0
2025-09-03,67.5999984741211,7475.0,63.970001220703125,64.7300033569336,3593.199951171875,362.0750122070313,93.8249969482422,4.558499813079834,2.3608999252319336,385.25,482.75,524.0,238.3249969482422,3.063999891281128,231.25,1168.5,1448.5999755859375,2.01200008392334,16.030000686645508,41.54199981689453,397.75,51.15999984741211,275.8999938964844,300.5,11.75,1016.0,504.0
2025-09-04,66.98999786376953,7205.0,63.47999954223633,64.69000244140625,3565.800048828125,359.82501220703125,95.0250015258789,4.48799991607666,2.330699920654297,385.75,479.75,541.0,236.9499969482422,3.0739998817443848,223.3500061035156,1125.5,1371.199951171875,2.009500026702881,15.6899995803833,40.9109992980957,399.75,51.22999954223633,279.3999938964844,297.25,11.614999771118164,1012.0,502.25
2025-09-05,65.5,7382.0,61.869998931884766,64.38999938964844,3613.199951171875,359.82501220703125,96.0250015258789,4.482500076293945,2.2869999408721924,385.6000061035156,481.75,535.0,235.9750061035156,3.0480000972747803,222.8999938964844,1111.5999755859375,1381.699951171875,1.9642000198364256,15.550000190734863,41.07400131225586,399.0,50.560001373291016,280.5,297.75,11.579999923706056,1006.5,501.0
2025-09-08,66.0199966430664,7131.0,62.2599983215332,64.56999969482422,3638.10009765625,360.9500122070313,95.1500015258789,4.490499973297119,2.3118999004364014,397.7999877929688,492.25,526.5,235.8000030517578,3.0899999141693115,230.3999938964844,1139.4000244140625,1380.800048828125,1.9586000442504885,15.630000114440918,41.42599868774414,403.0,50.72999954223633,284.70001220703125,297.5,11.345000267028809,1013.5,505.5
2025-09-09,66.38999938964844,7270.0,62.630001068115234,64.6500015258789,3643.300048828125,351.70001220703125,96.125,4.500999927520752,2.3199000358581543,393.0,487.5,529.0,230.1750030517578,3.117000102996826,240.9499969482422,1124.699951171875,1367.300048828125,1.9924999475479128,15.84000015258789,40.87799835205078,401.25,49.70000076293945,291.70001220703125,296.0,11.345000267028809,1011.5,500.75
2025-09-10,67.48999786376953,7356.0,63.66999816894531,65.55999755859375,3643.60009765625,353.20001220703125,96.8249969482422,4.550000190734863,2.333699941635132,401.0,485.75,530.0,231.1499938964844,3.0290000438690186,245.3000030517578,1194.300048828125,1392.9000244140625,2.007999897003174,15.93000030517578,41.132999420166016,397.25,50.220001220703125,286.3999938964844,293.5,11.324999809265137,1005.5,495.0
2025-09-11,66.37000274658203,7451.0,62.369998931884766,65.37000274658203,3636.89990234375,355.2250061035156,98.1750030517578,4.590499877929688,2.281899929046631,400.0499877929688,487.0,521.0,232.2749938964844,2.934000015258789,242.3000030517578,1219.5999755859375,1395.4000244140625,1.979300022125244,15.81999969482422,41.696998596191406,399.0,50.81999969482422,288.29998779296875,294.0,11.375,1015.25,503.0
2025-09-12,66.98999786376953,7315.0,62.68999862670898,65.19000244140625,3649.39990234375,350.3999938964844,97.125,4.588500022888184,2.289999961853028,410.6499938964844,487.0,545.0,229.9750061035156,2.940999984741211,246.3500061035156,1229.300048828125,1407.300048828125,1.9853999614715576,15.789999961853027,42.387001037597656,399.0,51.380001068115234,288.29998779296875,294.25,11.225000381469728,1025.75,503.0
2025-09-15,67.44000244140625,7539.0,63.29999923706055,65.41999816894531,3682.199951171875,358.79998779296875,97.5250015258789,4.6554999351501465,2.3310999870300293,432.3500061035156,514.0,570.0,234.6000061035156,3.0429999828338623,259.8999938964844,1204.0,1412.800048828125,2.013400077819824,16.0,42.516998291015625,423.25,51.7599983215332,285.20001220703125,318.25,11.529999732971191,1042.75,525.0
